Omic,Accuracy,AUC-ROC,Precision,Recall,F1,MCC
cnv_snv_meth_miRNA,0.8836559139784945,0.75,0.7927300604886812,0.7075641025641025,0.7314089910788024,0.4872830063555158
cnv_snv_meth_rppa,0.8901075268817203,0.75,0.7908644407954754,0.7219159544159545,0.73660414882113,0.4996137131154139
cnv_snv_mRNA_miRNA,0.8705376344086021,0.5,0.6642869977630823,0.6011752136752136,0.6008295113370792,0.2616829964792786
cnv_snv_mRNA_rppa,0.8704301075268818,0.4807692307692308,0.7131887282165369,0.5718019943019942,0.583067563108398,0.2517903638516422
cnv_snv_miRNA_rppa,0.8479569892473118,0.5,0.598536479278971,0.5562678062678061,0.5538503903839657,0.1593622561244919
cnv_meth_mRNA_miRNA,0.85752688172043,0.4807692307692308,0.6802602097568727,0.5749002849002849,0.5876214438918612,0.23240580621016624
cnv_meth_mRNA_rppa,0.8769892473118279,0.5,0.7745668467609514,0.5968732193732194,0.6178251183514342,0.3286665760820568
cnv_meth_miRNA_rppa,0.8610752688172043,0.75,0.7447076614317995,0.6652279202279202,0.6834067766614936,0.3950519598714853
cnv_mRNA_miRNA_rppa,0.860752688172043,0.4807692307692308,0.6721567614810107,0.5718233618233618,0.5827027709468726,0.2227549260190244
snv_meth_mRNA_miRNA,0.8738709677419354,0.625,0.7771551724137931,0.6163176638176637,0.6383612440191387,0.3478335246665157
snv_meth_mRNA_rppa,0.8803225806451612,0.625,0.8025512474177658,0.6200213675213675,0.6447965241386295,0.37444922633576383
snv_meth_miRNA_rppa,0.8708602150537633,0.875,0.7550317179627525,0.694437321937322,0.7064388494105475,0.43656556513335393
snv_mRNA_miRNA_rppa,0.8640860215053763,0.5,0.6807199798718153,0.5762464387464388,0.5872181629622646,0.2393023095014656
meth_mRNA_miRNA_rppa,0.8737634408602151,0.5,0.7158693521902644,0.5948076923076923,0.6112679251245494,0.295240154188111
cnv_snv_meth_mRNA_miRNA,0.8769892473118279,0.5,0.7164567773716829,0.5969444444444444,0.6076835309276325,0.29458020955935393
cnv_snv_meth_mRNA_rppa,0.8706451612903224,0.625,0.7422584764965188,0.6037464387464387,0.6220021557725732,0.31318698019544283
cnv_snv_meth_miRNA_rppa,0.8901075268817203,0.75,0.7908644407954754,0.7219159544159545,0.73660414882113,0.4996137131154139
cnv_snv_mRNA_miRNA_rppa,0.8575268817204302,0.4807692307692308,0.662374331267546,0.5642521367521367,0.5708720578003699,0.20329340994456482
cnv_meth_mRNA_miRNA_rppa,0.8641935483870966,0.625,0.7473907516287939,0.5811752136752137,0.598615406070034,0.28053323880432146
snv_meth_mRNA_miRNA_rppa,0.8901075268817203,0.75,0.8460262725779966,0.6362250712250711,0.6716050859471914,0.4275823877969408
cnv_snv_meth_mRNA_miRNA_rppa,0.8836559139784945,0.75,0.7693447746172997,0.6193732193732193,0.6450849258290275,0.35923145114848337
