Omic,Accuracy,AUC-ROC,Precision,Recall,F1,MCC
cnv_snv_miRNA_rppa,0.7530423280423281,0.6136507936507937,0.2875865384615385,0.28647186147186143,0.2783231190255936,0.1695084819469022
cnv_meth_mRNA_miRNA,0.7927248677248677,0.7156349206349206,0.41481819026384237,0.3816017316017316,0.3827622656791251,0.295556054784107
cnv_meth_mRNA_rppa,0.785978835978836,0.6327777777777778,0.3988376068376069,0.3423160173160173,0.3491402269356709,0.23469481533595524
cnv_meth_miRNA_rppa,0.7928571428571429,0.7015873015873016,0.4251857116313638,0.3744588744588745,0.3786166057963005,0.27976610126538104
cnv_mRNA_miRNA_rppa,0.7566137566137565,0.5838095238095238,0.2196794871794872,0.2578463203463203,0.23367872010043608,0.07292984674269318
snv_meth_mRNA_miRNA,0.7820105820105819,0.6826190476190476,0.3955459401709402,0.35963203463203464,0.3598679022950531,0.25635449642776253
snv_meth_mRNA_rppa,0.7931216931216931,0.6596825396825396,0.3879935897435898,0.3601731601731602,0.358963582734975,0.2870832189061169
snv_meth_miRNA_rppa,0.7929894179894179,0.6915873015873016,0.4377136752136752,0.37857142857142856,0.38693958966565345,0.2695120274898977
snv_mRNA_miRNA_rppa,0.7968253968253969,0.6047619047619048,0.3779549424005946,0.3726731601731602,0.3645863868632139,0.32820819110244487
meth_mRNA_miRNA_rppa,0.771031746031746,0.6886507936507936,0.33435897435897444,0.31493506493506496,0.30946342305037955,0.17038768659395476
cnv_snv_meth_mRNA_miRNA,0.7892857142857143,0.7165873015873016,0.3619465811965812,0.34648268398268395,0.34038208669221615,0.27175682940018453
cnv_snv_meth_mRNA_rppa,0.7965608465608465,0.6656349206349207,0.38921794871794874,0.3756493506493507,0.3692767113783534,0.31977356719111966
cnv_snv_meth_miRNA_rppa,0.7931216931216931,0.6856349206349207,0.3512861389817912,0.37142857142857144,0.3547151715716702,0.270596606054841
cnv_snv_mRNA_miRNA_rppa,0.7566137566137566,0.535952380952381,0.2453482905982906,0.26915584415584415,0.2502487500550636,0.08879949693904202
cnv_meth_mRNA_miRNA_rppa,0.7783068783068783,0.6737301587301587,0.34753205128205134,0.33576839826839827,0.32657940913028793,0.21529903145688686
snv_meth_mRNA_miRNA_rppa,0.8002645502645503,0.6387301587301587,0.4395235042735043,0.3810064935064935,0.3890839059953306,0.32106380603537776
cnv_snv_meth_mRNA_miRNA_rppa,0.7928571428571428,0.6617460317460317,0.424974358974359,0.3744588744588745,0.37857821975537054,0.298265588634652
